name,authors,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
Фортран в задачах и примерах,"['Ольга Стесик', 'Сергей Немнюгин']",/book/olga-stesik/fortran-v-zadachah-i-primerah-2892165/,4.67,3,0,305,127.0,[],0,2010-01-01
DirectX. Графика в проектах Delphi,['Михаил Краснов'],/book/mihail-krasnov/directx-grafika-v-proektah-delphi-640885/,0.0,0,0,408,127.0,[],0,2001-01-01
JavaScript на примерах,['Александр Климов'],/book/aleksandr-klimov/javascript-na-primerah-6990126/,3.57,7,2,332,135.0,"['<p>Мне хотелось подробнее разобраться с языком программирования JavaScript. Это лучше всего делать на «живых» примерах. Так лучше запоминается. </p><p><br/></p><p>Книгу Александра Климова «JavaScript на примерах» приобрёл вовсе не случайно. Мне очень хорошо знаком его справочник «HTML и CSS» по которому я делал свои первые шаги в программировании. Давно это было, но я до сих пор частенько заглядываю в него, и считаю его САМЫМ ЛУЧШИМ справочником по данной тематике. </p><p>Купив же данную книгу с примерами JavaScript, снова с радостью обнаружил, что не ошибся в своём выборе. </p><p>Автор не «льёт воду», а показывает примеры, которые работают. Это как раз то, что было нужно. Искренне благодарен автору за его отличное пособие!</p>', '<p>книга просто супер. А супер в ней то, что она с примерами.И это только второе издание. Я собираюсь прочесть ещё первое издание это книги</p>']",0,2009-01-01
Microsoft Visual C# в задачах и примерах,['Никита Культин'],/book/nikita-kultin/microsoft-visual-c-v-zadachah-i-primerah-2892145/,4.64,11,2,311,135.0,"['<p>В книге много полезных шаблонов и примеров для визуализации различных окон и форм. </p><p>Не подойдет для изучения базы, также хороша как справочник.</p>', '<p>Книга очень интересная как для начинающих, так и для продвинутых программистов языка C#. Используя примеры в сочетании с теорией данной книги, можно с лёгкостью понять суть языка C#, чтобы уверенно применять эти знания уже на практике, при создании своих приложений… Для продвинутых программистов тоже можно почерпнуть ни мало нового для себя, тем самым, пополнить свой багаж знаний в изучении такого интересного и многогранного языка как C#…</p>']",0,2009-01-01
Языки программирования и методы трансляции,"['В. П. Самойленко', 'Э. А. Опалева']",/book/vladimir-samoylenko/yazyki-programmirovaniya-i-metody-translyacii-642085/,5.0,3,1,471,127.0,"['<p>К сожелению мало на русском языке книг на данную тематику, по сравнению с зарубежной литературой, эту книгу следует отметить особено, как с очень качественным изложением теории о компиляторах.</p>']",0,2005-01-01
Язык C. Освой на примерах,['В. В. Потопахин'],/book/vitaliy-potopahin/yazyk-c-osvoy-na-primerah-2901305/,3.33,3,4,300,99.0,"['<p>Книга сходу вводит человека в заблуждение: ни стого, ни с сего появляются конструкции C++: объект cin, потом cout. Потом вообще заголовочный файл conio.h. Это вообще Turbo C++? Но об этом ничего не сказано.</p><p>Категорически не рекомендую начинающим. Благо есть из чего выбирать.</p>', '<p>Стоит взглянуть на примеры программ сразу становится страшно. В книге используется язык си++. Форматирование кода ужасно. </p><p>Объявление главной функции void main(). Для новичков не стоит читать такой шлак, научит плохому стилю программирования.</p>', '<p>Отличная книга, много что в голове в порядок приводит. Для программиста, особенно начинающего, обязательна для изучения!</p>', '<p>Книга очень нужная. А изучающим Си необходимая.На экзамене написал программу на С++,а она совпала с языком С.</p>']",0,2006-01-01
Web-конструирование. Элективный курс,['Александр Дуванов'],/book/aleksandr-duvanov/web-konstruirovanie-elektivnyy-kurs-2889705/,5.0,2,1,426,127.0,['<p>Очень хорошая книга.Нужная!Всегда пригодиться начинаюшему программисту или для открытия интернет магазина или рекламы продукции и товаров</p>'],0,2005-01-01
Mathcad 13 на примерах,['Алексей Васильев'],/book/aleksey-nikolaevich-vasilev/mathcad-13-na-primerah-649175/,0.0,0,0,519,119.0,[],0,2006-01-01
Visual Basic .NET. Экспресс-курс,['Вячеслав Понамарев'],/book/vyacheslav-ponamarev/visual-basic-net-ekspress-kurs-642125/,3.5,6,0,294,89.0,[],0,2003-01-01
Delphi в задачах и примерах,['Никита Культин'],/book/nikita-kultin/delphi-v-zadachah-i-primerah-642285/,4.2,5,1,285,103.0,"['<p>Это правда хорошая книга. Автор предлагает задачу и способ её решения с описанием, что делает тот или иной участок кода. Но в любом случае, необходима другая литература, в которой язык программирования будет описан теоретически.</p>']",0,2003-01-01
Справочник Web-мастера. XML,['И. В. Шапошников'],/book/igor-shaposhnikov/spravochnik-web-mastera-xml-640905/,5.0,1,1,293,72.0,"['<p>очень мне пригодились описания , приведённые в книге. написано доступно и в полном объёме. спасибо. оставлю и буду читать.</p>']",0,2001-01-01
Эффективный C. Профессиональное программирование (pdf+epub),['Роберт С. Сикорд'],/book/robert-s-sikord/effektivnyy-c-professionalnoe-programmirovanie-pdf-epub-66657910/,4.5,2,0,304,659.0,[],16,2020-01-01
Искусство создания сценариев в Unity,['Алан Торн'],/book/alan-torn/iskusstvo-sozdaniya-scenariev-v-unity-22846426/,3.8,35,5,362,639.0,"['<p>Заходит как по маслу! Начал понимать си шарп и сразу же заполнил многие пробелы. Просто необходимая книга для начинающих геймдизов и программистов!</p>', '<p>Хорошая книга, НО определённо перед её изучением, нужно получить базовое представление о C# и Unity (это можно сделать всего за пару часов). Например, повторив какой-нибудь урок из YT где делают простой уровень или что-то типа «Unity и C# за час»)) Имея опыт веб-разработки, да и C# c Unity – не впервые вижу, 30% книги скорее «пролистал», чем прочитал, но даже там нашел для себя что-то новое.</p><p><br/></p><p>Из минусов хочу отметить, что иногда дополнительная информация или инфа по некоторым методам MonoBehaviour, которые джуну полезно было бы знать, представляет из себя просто текст ссылки на официальную документацию. Её, само собой тоже нужно читать, но это банально не удобно, сказал ""А"", говори ""Б"", а не давай ссылку, за это минус звезда</p>', '<p>В целом неплохая книга для тех, у кого средний уровень знаний С# и Unity. Книга содержит паттерны программирования и различные приемы помогающие в разработке.</p>', '<p>Пока что только начал читать, для таких нубов как я самое то! Всё расписано до мельчайших подробностей, хотя и не очень удобно читать много текста. Советую вместе с прочтением укреплять знания в самом Unity. ( книгу нужно использовать не как учебник, а скорее как справочник)</p>', '<p>сложно воспринимать информацию в текстовом формате, нужно сразу практиковаться, но в целом пару фишек подчеркнул, спасибо автору!</p>']",0,2015-01-01
Осваиваем С++17 STL,"[""Артур О'Двайр""]",/book/artur-o-dvayr/osvaivaem-s-17-stl-44867829/,4.86,7,1,354,690.0,"['<p>В целом, книга весьма неплохая. Некоторые моменты хотелось бы увидеть более подробно.</p><p></p>']",0,2017-01-01
Квантовые вычисления для настоящих айтишников,['Крис Бернхард'],/book/kris-bernhard-2765039/kvantovye-vychisleniya-dlya-nastoyaschih-aytishnikov-64064696/,5.0,4,4,240,439.0,"['<p>Книга понравилась. Но есть нюансы. Поначалу математический аппарат был прост, описание экспериментов тоже. Это очень увлекало, складывалось ощущение, что ты начинаешь знакомиться с чем-то ""эдаким"". И от этого интерес поджигался, но ближе к концу книги я поплыл в некоторых местах, скажу честно, концентрироваться на получаемой информации приходилось сильнее, но и это не спасало. Благо в гуще математических формул появлялись фразы более доступные. Как итог, книга полезная. Для себя открыл то, на чем держаться квантовые вычисления. Что-то понял не до конца. Но энциклопедические данные получены. Думаю, через какое-то время можно перечитать и заполнить пробелы, которые имеют место быть после первого прочтения.</p>', '<p>Как только я увидел эту книгу впервые, сразу захотел прочитать ее. Потребовалось некоторое время, чтобы до нее добраться, поэтому приступил к ней со слегка поугасшим энтузиазмом. Надеюсь, это не повлияло на мою оценку.</p><p>Книга хорошая, оставила как базовое понимание темы, так и хорошее впечатление. В первых главах использована понятная аналогия с часами и поляризацией для объяснения физической природы. В книге много математических выкладок, следовать по которым постоянно нудно и накладно, поэтому местами просто верил на слово. В целом мат.аппарат описан очень даже доступно, после прочтения вполне реально произвести простые квантовые вычисления на бумаге. (За моей спиной физмат, так что азы линейной алгебры не показались мне чем-то сложным.) Автор сразу обозначил, что он не затронет комплексных чисел без потери качества изложения и он не солгал. Подробно описаны квантовые вентили -- основа квантого компьютера. Приведены базовые квантовые алгоритмы.</p><p>Теперь к тому, что огорчило. К сожалению, в переводе (или оригинале?) достаточное количество опечаток в формулах (возможно, поэтому я их подсознательно пропускал). Очень (мне) не хватает деталей реализации кватновых вентилей на практике: как так? компьютеры уже есть, почему бы не добавить пару-тройку абзацей о том, как работают хотя бы некоторые вентили. Манера изложения иногда сбивала с толку. Сначала идет ""что?"", после -- ""как работает?"", и только после страницы мат.выкладок -- ""зачем?"". Я успевал потерять фокус, так и не поняв, как это нам помогает. Автор описал 2-3 теоретических алгоритма-эксперимента, 2-3 практических алгоритма, после чего в сноске дал ссылку на полный список всех существующих квантовых алгоритмов. Эх, жаль, что не описал хотя бы часть из них, пусть без доказательств и объяснений.</p><p>В целом я не пожалел, что прочитал ее, хоть и потребовалось подгуглить кое-что после прочтения.</p>', '<p>Хорошая книга, дающая простой вход в крайне сложную тему. Без излишнего погружения в детали дан математичесий аппарат квантовых вычислений. Подробно рассмотрен эффект квантовой запутанности и ее модель.</p><p>И да, в книге доказали, что эта самая запутанность не поможет передавать информацию бытсрее скорости света. </p><p>Для расширения кругозора программиста – крайне рекомендую.</p>', '<p>Довольно неплохая книга для общего представления о квантовых вычислениях. Даже немного даны основы необходимой для понимания вопроса математики.</p>']",12,2020-01-01
ES6 и не только (pdf+epub),['Кайл Симпсон'],/book/kayl-simpson/es6-i-ne-tolko-pdf-epub-39123625/,4.21,28,1,336,439.0,"['<p>Это была первая книга, изданная у нас в серии YouDontKnowJS, и наверное она самая удачная по охвату заявленной темы и по переводу. Хотя спорные толкования терминов есть, но их не много. Содержит очень много полезного материала по все ключевым деталям ES6. Для меня ее оказалось достаточно чтобы перейти c ES5 на ES6 и начать его использовать в enterprise-разработке. При всех ее плюсах, книга скорее всего будет сложна в качестве первой книги по JS, т.к. она не описывает основные концепции языка, а фокусируется на его развитии в новой версии.</p>']",16,2016-01-01
Обработка изображений с помощью OpenCV,"['Глория Буэно Гарсия', 'Оскар Дениз Суарес', 'Хосе Луис Эспиноса Аранда', 'Хесус Салидо Терсеро', 'Исмаэль Серрано Грасиа', 'Ноэлия Валлез Энано']",/book/bueno-garsiya-gloriya/obrabotka-izobrazheniy-s-pomoschu-opencv-22861066/,4.0,10,1,212,479.0,"['<p>Кинг по OpenCV на русском языке не так много, а уж именно по OpenCV 3 я вообще не нашел. Поэтому большое спасибо издателю и переводчику. Книгу не стоит рассматривать, как полноценный справочник, в любом случае ее не позволяет охватить все возможности библиотеки. Однако, прочитав ее, можно получить представление о структуре OpenCV, основных классах и функциях, и искать что-либо будет гораздо проще. Поэтому книгу можно порекомендовать в качестве введения в OpenCV для тех программистов, которые только начинают освоения этой библиотеки.</p><p>Ждем переводов других книг по OpenCV 3!</p>']",0,2015-01-01
Квантовые информационные системы. Теория и практика применения,['С. А. Запрягаев'],/book/s-a-zapryagaev/kvantovye-informacionnye-sistemy-teoriya-i-praktika-primene-69845737/,5.0,1,0,320,549.0,[],0,2023-01-01
Программирование на ассемблере на платформе x86-64,['Руслан Аблязов'],/book/ruslan-ablyazov/programmirovanie-na-assemblere-na-platforme-x86-64-22072845/,3.77,13,5,304,439.0,"['<p>Довольно редко можно встретить подобную книгу по Ассемблеру на русском языке. Радует актуальность предоставленной информации, а также лаконичный стиль изложения.</p>', '<p>У книг по ассемблеру есть две проблемы, которые идут от автора к автору, от книги к книге.</p><p>1. Устаревшая информация. Эта редкая книга, у которой с этим всё в порядке. Тут нет отсылок к языку Delphi, MS-DOS старых версий или чего-то такого. За это большой плюс - всю книгу речь идет о современном состоянии дел.</p><p>2. Вторая проблема - очень мало книг рассказывают как программировать на языке. нет практических приемов, нет упражнений, главы построены как один большой справочник. Глава обычно это 50 страниц сухого перечисления всех возможностей один за одним без перерыва. Эту книгу стоит рассматривать скорее как справочник, но не как учебник.</p>', '<p>Неплохое дополнение к книгам по классическому ассемблеру. К сожалению, для изучения всех тонкостей требуются ещё даташиты от Intel и AMD.</p>', '<p>нормально , но не для новичка . Автор в начале просто описывает всевозможные команды и на этой части книги лучше не задерживаться т.к. дальше будут рассмотрены те же самые команды , но на примерах</p>', '<p>Нужно больше описаний практических приёмов работы. Как дебужить при помощи Qemu? Написано, что можно, но подробной главы про это нет, а нужна. Как конфигурировать виртуальные устройства, как пробрасывать PCIe-ускоритель вычислений? Эмулировать подключение M.2? Это книга не только по программированию на ассемблере, а скорее отчёт о том, как автор изучал основные механизмы для того, чтобы написать свою мини-систему операционную. И то не до конца. Как работать с накопителями информации и PCIe-устройствами? С видеокартой? (не в Windows через его DDK а вообще). В общем, всё это хорошо, но что если я не собираюсь свою операционную систему писать и Windows не пользуюсь? Да и процессор у меня Amd (теперь в 2020 модно так), а не Intel…</p>']",0,2016-01-01
Эффективное программирование TCP/IP,['Йон Снейдер'],/book/yon-sneyder/effektivnoe-programmirovanie-tcp-ip-45707295/,0.0,0,0,322,349.0,[],0,
Цифровая обработка сигналов на языке Python,['Аллен Б. Дауни'],/book/allen-b-dauni/cifrovaya-obrabotka-signalov-na-yazyke-python-22998155/,4.22,18,1,162,319.0,"['<p>Очень познавательная книга, просто чудесная. Всё доходчиво показано и расписано.</p><p>Очень помогла в обучении</p><p>Рекомендую всем</p>']",0,2016-01-01
Django: практика создания Web-сайтов на Python,['Владимир Дронов'],/book/vladimir-dronov/django-praktika-sozdaniya-web-saytov-na-python-19213409/,3.35,26,5,516,432.0,"['<p>Плохая книга, не для новичков в django. Автор не дал в начале метода по установке фиксированной версии django, что привело к многочисленным проблемам в приводимых примерах на django 1.10 и решение их не для начинающих питоноводов. Автор пренебрёг классическим изложением материала в виде постепенного построения рабочего примера, а поступил после пары начальных глав как в известном комиксе «как нарисовать сову»: шаг 1 – рисуем овал, шаг 2 – дорисовываем остальное. К 9 главе я потерял привязку текста к практике и текст превратился в бессмыслицу. К 13 главе я понял, что зря купил это. Придётся читать импортные книги.</p>', '<p>Отличная книга, в ней есть <b>ВСЁ</b>, что нужно для начала работы с Django, от небольшого экскурса в Python, до законченного веб-приложения.</p><p><br/></p><p>У меня около 10 американских книг по django, и одна на русском. Так вот, автор прекрасно уложил в одну книгу 10 американских. Хочу заметить, что американские книги стоят в 10 раз дороже каждая.</p><p><br/></p><p>Так же, я смотрел на youtube 5 разных tutorial-ов, каждый по 6-8 часов, и всё это можно найти в книге Дронова.</p><p><br/></p><p>В общем, рекомендую настоятельно Новичкам в Django. Для того, чтобы заехать во фреймворк достаточно посидеть с этой книгой пару недель.</p>', '<p>бесючая книга , не для начинающих , а если я не начинающий , то и по руководству можно изучить , мне казалось что книги должны объяснять как делать , а не отсылать куда то в инет .</p>', '<p>Хорошая книга, написана очень доступна, но конечно знания Python нужны, причем не на начальном уровне, а хотя бы на среднем уровне. Знание объектно-ориентированного программирования обязательно. Сейчас знание Django обязательно для веб-программирования, поэтому советую всем кто интересуется веб-технологиями и Python.</p>', '<p>Книга, слегка устарела. Начал, по ней изучать Джанго и задолбался. Многие команды, уже не работают. Приходится рыться в интернете, чтобы сдвинутся с места.... Лучше поискать свежие курсы в интернете....</p>']",0,2016-01-01
Самоучитель Access 2010,"['Юрий Бекаревич', 'Нина Пушкина']",/book/nina-pushkina/samouchitel-access-2010-5005352/,3.7,10,2,427,223.0,"['<p>Достаточно стандартная, но неплохое изложение. Примеры работы с одной и той же базой данных на протяжении всей книги не дают полного представления о реальных возможностях программы</p>', '<p>Книга не плохая. Я ее здесь не покупал. Она у меня в бумажном виде. Именно с этой книги началось мое познание Microsoft Access. Книгой очень доволен. Всем рекомендую. Планирую от этого автора приобрести книгу по access 2016. Надеюсь узнать что нибудь новое. Для начинающих книга в самый раз</p>']",0,2011-01-01
Регулярные выражения. Сборник рецептов,"['Ян Гойвертс', 'Стивен Левитан']",/book/stiven-levitan/regulyarnye-vyrazheniya-sbornik-receptov-24499942/,4.0,2,2,604,390.0,"['<p>Отличная книга, покупал еёв все время за гораздо большие деньги. Содержит именно полезных, нужных и нестандартных примеров использования регулярных вложений.</p>', '<p>Книга действительно кладезь сведений и рецептов на все случаи использования регулярных выражений. Жаль, что нет определения регулярных выражений, предложенных Клини.</p>']",0,
Java 7,['Ильдар Хабибуллин'],/book/ildar-habibullin/java-7-5020403/,4.06,16,2,759,415.0,"['<p>Все книги Ильдара Хабибуллина по Java и XML очень полезны. В том числе и эта. Её можно рекомендовать для начинающих изучать язык Java. Хотя сейчас актуальна версия Java SE 8, а в скором времени придёт и Java SE 9, тем не менее книга актуальна, так как, по большей части, содержит описание базовых тем, общих для современных версий Java.</p>', '<p>Отличная книга. Автор последовательно, понятно и довольно полно раскрывает темы. Советую для всех, кто хочет изучить Java с нуля.</p><p>Я эту книгу взял, чтобы изучить Java для Android. Конечно не все понадобилось, например, Swing в Android нет (там своя работа с графикой и формами). Описание классов, работа с интерфейсами и библиотекой nio очень пригодились.</p>']",0,2011-01-01
Delphi и 1С:Предприятие. Программирование информационного обмена,['Сергей Попов'],/book/sergey-popov/delphi-i-1s-predpriyatie-programmirovanie-informacionnogo-obm-6987166/,4.6,5,0,584,239.0,[],0,2007-01-01
"C++. Священные знания. 2-е издание, исправленное",['Стивен С. Дьюхерст'],/book/stiven-duherst-9012397/c-svyaschennye-znaniya-2-e-izdanie-ispravlennoe-24500486/,4.25,4,1,230,190.0,"['<p>Оригинальная книга, достаточно полно изложены концепции и принципы языка, на основе фундаментальных знаний излагается как нужно программировать на С.</p>']",0,
Свободное программное обеспечение. FREE PASCAL для студентов и школьников,"['Александр Кетков', 'Юлий Кетков']",/book/aleksandr-ketkov/svobodnoe-programmnoe-obespechenie-free-pascal-dlya-stude-4992707/,4.33,3,1,379,183.0,"['<p>обстоятельный, русскоязычный труд о free pascal и немного про среду разработки lazarus. понравилось то, что автор ставил цель максимально полно представить читателю справочные сведения, которые, к сожалению, имеются только на английском языке. эта книга – справочник о free pascal.</p>']",0,2010-01-01
Программирование в Turbo Pascal 7.0 и Delphi,['Никита Культин'],/book/nikita-kultin/programmirovanie-v-turbo-pascal-7-0-i-delphi-6988806/,3.67,3,1,386,167.0,"['<p>[i]Книга очень понравилась,советую новичкам!Все описывается ясно и понятно,поймет даже человек далекий от компьютеров!Собираюсь по ней сдавать ГИА.Думаю это лучший выбор для новичков,Паскаль это старый язык который дает хорошую базу и дисциплину в програмировании! Всем советую.</p>']",0,2007-01-01
Microsoft Visual Studio 2010,['Алексей Голощапов'],/book/aleksey-goloschapov/microsoft-visual-studio-2010-4999793/,4.44,9,2,534,279.0,"['<p>Книга помогла разобраться в общих вопросах, часто непонятных за «мелочами»</p>', '<p>Очень классная книга!! Не один ресурс, форум, не расскажет подробно, как здесь.. Некоторые вещи даже стали открытием, ну и конечно подробное объяснение поможет быстрее освоиться Visual Studio, а не искать неделями ответ на какой-то вопрос в инете .. И по опыту могу сказать, часто ответа не находится, либо он противоречивый, вот потому и вуручают такие объемные книги-справочники.</p>']",0,2011-01-01
C++ Builder,['Никита Культин'],/book/nikita-kultin/c-builder-6991162/,5.0,3,0,463,151.0,[],0,2008-01-01
Visual Basic 2010 на примерах,['Виктор Зиборов'],/book/viktor-ziborov/visual-basic-2010-na-primerah-4989022/,4.43,7,0,324,159.0,[],0,2010-01-01
Структуры и алгоритмы обработки данных: объектно-ориентированный подход и реализация на C++,['А. А. Кубенский'],/book/aleksandr-kubenskiy/struktury-i-algoritmy-obrabotki-dannyh-obektno-orienti-645075/,3.33,3,0,465,159.0,[],0,2004-01-01
Технология программирования на C++. Win32 API-приложения,['Н. А. Литвиненко'],/book/nikolay-litvinenko/tehnologiya-programmirovaniya-na-c-win32-api-prilozheni-7006531/,4.12,8,0,281,215.0,[],0,2010-01-01
Создаем вирус и антивирус,['Игорь Гульев'],/book/igor-gulev/sozdaem-virus-i-antivirus-632745/,1.0,1,1,245,119.0,"['<p>Мне эта книга понравилась, хотя некоторые моменты мне показались устаревшими, особенно в части вирусов.</p><p>Книги Касперского мне больше нравятся.</p><p>А.Н.Джафаров, кандидат физ.-мат.наук.</p>']",0,
UNIX,['Юрий Магда'],/book/uriy-magda/unix-6654124/,3.0,2,1,516,191.0,"['<p>Очень хорошая книга для программистов, начинающих осваивать Unix/Linux. Описаны основные базовые возможности и инструменты. Хотя книга издана достаточно давно, но будет очень полезна и в настоящее время. Нравятся все книги автора, в том числе и по программированию под Windows. В них всегда есть какая-то изюминка и упор на практическое применение изученного материала.</p>']",12,2006-01-01
C++. Мастер-класс в задачах и примерах,"['Максим Кузнецов', 'Игорь Симдянов']",/book/igor-simdyanov/c-master-klass-v-zadachah-i-primerah-7001972/,3.4,5,1,467,167.0,"['<p>Хорошо описана, структура вполне четкая и понятная.</p><p>Примеры разные от самых простых для начального уровня до сложных.</p><p>Вообщем рекомендую) Я не пожелел</p>']",0,2007-01-01
Основные концепции и механизмы объектно-ориентированного программирования,['Евгений Пышкин'],/book/evgeniy-pyshkin/osnovnye-koncepcii-i-mehanizmy-obektno-orientirovannogo-pr-6653506/,2.5,2,0,634,175.0,[],0,2005-01-01
Основы программирования в Microsoft Visual C++ 2010,['Никита Культин'],/book/nikita-kultin/osnovy-programmirovaniya-v-microsoft-visual-c-2010-4984859/,4.0,3,1,376,175.0,"['<p>Книга очень понравилась. Культин Н. относится к категории моих любимых авторов – материал всегда подается профессионально, на понятном неспециалисту русском языке (что еще нужно для самоучителей?).</p><p>Приятно удивило наличие подробной информации об инструментах отладки и оптимизации – порадовало, что не придется искать в «талмудах» официальных руководств, которые, к тому же, в большинстве своем на английском. (Мои студенты, в большинстве своем, с английским на «Вы», а информация нужна). Данная книга – просто палочка-выручалочка.</p><p>Действительно, подробно описаны практически все этапы создания программных продуктов (кроме проектирования и документирования – эти вопросы не связано именно с Visual C++ 2010 и достойны отдельных книг).</p><p>Читается легко, примеры понятны и хорошо закомментированы.</p><p>Рекомендую всем, кто хочет самостоятельно освоить один из самых востребованных языков программирования, именно в качестве первой книги.</p>']",0,2010-01-01
Практика программирования USB,['Павел Агуров'],/book/pavel-agurov/praktika-programmirovaniya-usb-6654271/,4.0,2,0,616,199.0,[],12,2006-01-01
ЕГЭ по информатике. Решение задач по программированию,['Д. М. Златопольский'],/book/d-m-zlatopolskiy/ege-po-informatike-reshenie-zadach-po-programmirovaniu-7063297/,5.0,1,2,302,175.0,"['<p>Для решения задач по этой теме необходимо знать базовые конструкции языка программирования. Задачи очень однотипные. Это из недостатков. Плюсом можно считать то, что для задач приводится сам алгоритм её решения.</p>', '<p>В своей работе преподавателя (которая, правда, была довольно давно) я видел много «задачников» по программированию, и этот, на мой взгляд, выполнен скорее в общей струе подобных книг по ЕГЭ нежели с учётом особенностей понимания программирования. Если человек научился программировать (тем более на практике), то для него не нужно посвящать столько материала для разбора столь однотипных задач! С другой стороны, в ЕГЭ не должно быть ничего сложного, поэтому для такого человека книга может быть в несколько раз короче, предлагая лишь наиболее типичных представителей семейств задач. Если же учащийся программировать не научился, то книга ему может помочь лишь как шпаргалка (и то маловероятно, чтобы попались точь-в-точь совпадающие задачи). Может быть, в этом сквозит некоторая ущербность ЕГЭ, но за счёт памяти в программировании ничего не получится: нужно действительно уметь думать. </p><p><br/></p><p>Разумеется, могут быть и другие варианты использования, в книге есть некий кодификатор задач (его можно использовать как некий нормативный словарь задач школьной информатики), и в общем-то она может служить как большой набор примеров с решениями для занятого педагога. Кроме того, она может служить и прямой цели – подготовка к ЕГЭ – в виде самостоятельных занятий, при которых ученик может выбрать, чего он ещё понимает.</p>']",0,2013-01-01
Графика в проектах Delphi,['Дмитрий Осипов'],/book/dmitriy-osipov/grafika-v-proektah-delphi-24499894/,5.0,2,2,637,150.0,"['<p>Хорошо на писано, доступным языком. Думаю что для начинающих, очень полезная книга!!!</p><p>Для меня книга оказалась очень полезной. Рекомендую!!!</p>', '<p>Отличная книга, тема раскрыта! Все, что я хотел бы узнать о графике в Delphi я узнал. Много полезной информации по GDI и GDI+</p>']",0,
PHP. Сборник рецептов,"['Дэвид Скляр', 'Адам Трахтенберг']",/book/adam-trahtenberg/php-sbornik-receptov-24500230/,2.4,5,1,669,190.0,"['<p>Данная книга давно уже была мной прочитана. Видно то, что автор пытался написать доступным и понятным языком. Я считаю, то , что информации довольно мало, чем бы хотелось бы прочесть.</p>']",0,
Профессиональная разработка программного обеспечения,['Стив Макконнелл'],/book/stiv-makkonnell/professionalnaya-razrabotka-programmnogo-obespecheniya-24499934/,3.76,29,2,234,190.0,"['<p>я уже читал данную книгу,что то мне понравилось больше всего-а что то меньше.</p><p>но не тягомотина – так что прочитал на одном дыхании.</p><p>советую начинающим программистам оценить данный фоллиант , и конечно же прочитать до конца…</p>', '<p>Думаю, для профессиональных разработчиков книга тоже подойдет. Единственное, мне кажется, автор замахнулся на очень широкую тему и пытался в одной книге затронуть сразу все возможные темы: от самой разработки до проблем обучения и подготовки программистов.</p><p>Не смотрите на год издания: некоторые изложенные постулаты не утратят своей актуальности, я думаю, и через сто лет</p>']",0,
DNS и BIND. 4-е издание,"['Крикет Ли', 'Пол Альбитц']",/book/cricket-liu/dns-i-bind-4-e-izdanie-24500190/,4.2,5,0,688,150.0,[],0,
